-93213598185176157
-5992052-1073960300
-1748315453605231852
187516422724944137
284947604629862231
736709189-1356270788
-199060834924357796
1940152403-133986658
-983408996-1253464072
-1629623627-1309745474
1592883959347308793
983843807-1569087756
51817911217623813
-1112357006-80873324
1547604361342309295
573983094-1736737197
-1046723806115959962
-1118155287-959541641
20021653811482837723
2138348430-1127956140
-9650713161447217447
1247323742-3131836
2026846020299642896
-12477881391122326705
-19578348151218853
796158142120086358
13428125161413683512
-1392681593-1838968068
77573894-2125497195
-401494403-99163931
-169592166674496402
-1551859260-8436682
-4624815-1014641395
1118578281-228431794
-295538453-1211820618
-2091110089-2127576419
-1633256491-1194183255
2125123467-1040088363
-4648503281228397663
18137328323676503
-574010154-1794859654
-17822883991620343611
-211114902-1240870785
267576398-1315479457
-8597038351631346767
11556391-1540315671
-471754650942929961
6725672371969528231
-18827421461164086650
331353785742057445
5282117882592224
-1066564950-1605101172
-1665282247-2139326935
176549667263703235
286143397-998156293
-91738533-1170417830
12313258401097315529
-36708299-1771536230
-1130180670-697108062
8878237601238286194
197629149-1284611558
888990163705873467
-1030715151987739435
-10958729431698658623
1195353861866185497
-21014037031532493202
-2046258313539935590
9092972701094770546
6123463661736471873
-1393486897301149794
-859564805-428655132
-991343236-841126506
-337456766-697562350
-638024682125412877
15485111732116477632
571229372-152100904
-1639181415-1413832189
1177365635704513943
-1720942276-1143507231
-1347729961746624474
638845811-1399036269
1136822291-1729133792
-1450109206-1140937225
-7063360752073239373
2059786051-1713180078
-6969499712013491938
-319674471-436585020
1946790982532557509
-845300723-1706776943
16834171241148293636
8503033271955679991
-327949798-1798465215
-1258718591763353186
-1214316573-1505483348
-474522159-701461319
-759245483-1104460413
-222068403876456510
-539227210-763059935
700669052-908327054
172109370368356573
638535668309568304
-2146739513710691016
58628675421055115
-7696452571891339273
9330228951345888274
-1390040465620955653
-809876519-184631360
397498806-292409780
16714638012050104384
200058500-1332793729
1767501436591911420
143317882534144460
-451272694482949612
-583351453737534968
4240500221252910823
913234489-343352258
-666432149691506652
-435789349172204062
2046562334-322429752
84348224-760518689
8367807371564568576
800134738-1746927140
11100521082032645990
1670024406-138009857
1260820936673034412
-596445669194155695
972571289-708579052
-1911879355219222164
-902243516-2087898892
1060036709180004889
-20878360821404862057
1098348921-124987603
-1693100982427678671
-1337119400-1543118640
21192062391980397023
1868585100-152199812
5185942422114606122
18001193861273691204
-1564694845556942210
1532086633-1164084263
-1356982841951539321
11821134842104911557
18834686641854278383
1506653540559575067
-6835417451380810931
979398230279664047
-427218461-734588903
1112256605-1652726995
-2045309597774096382
-496414537-322429752
1948969705-491004422
1723177551-1549054483
1194574661-1169002816
-1439714449-1829074812
886957835-1245070196
6681128641266383752
18897051072068848910
-13956363232032276265
585035207479266732
1088304343105044242
638305846-2145731374
216614158909781122
-163543474-303269935
-1232908364-529989004
-1180331630-290078932
2019534859-1337836718
-105007182772542278
1182025809-753881007
-13311186432135497591
-313574915377760701
1754387244-413723333
-263919512-1857054879
-8766303561828116539
-1801260754-1798494848
26179425-56130682
13274181011001299318
1291248510-239997704
-534774980489666267
521030367-2132288276
-1121130496-1293717532
-148087314387951311
110402486-936497348
-17472289411317176097
581291687638497171
-994286890799282721
-1141499577-205664897
866648540-1170956772
-4825610131029690231
132134148-2046852974
756664439413369229
19860259541910397198
-1385774273914838145
-18768991911957496433
621626199896986611
10393288222143687468
721488570-2084983408
-1273619599499415860
-5724105942090489574
-981550664-111659275
-1608310762224212364
-9270405761071710161
-798704928-36354572
-5944835292085500493
4478248241252910823
-165766139-1359670187
-2885543432021597316
-297935434596033489
-693686006-1144601809
486559487-1383903774
105764818845873685
-883410079-1408479263
783193133-432958073
1852211415-1121706907
8050565121451133874
-577360030-1734293640
261790542-1772646232
-5309435061228872991
-880170953939365966
92589826-438279266
925426370-1926125761
-1178722353-1190143549
1671003850479880787
-721089703-80823928
13934518431433777709
-11195153541803163597
1802783759-1224261466
-18745719071901645870
-1927982495-1309960541
-5467884861386301060
372782848-471851554
17445273511790030198
-846146250636169288
-2365773761168249757
-31069415-1205457853
17019742011984410126
2124698871-2123262364
-552188810-1706885085
52996733691198636
1032314712-572542234
480924612-439605087
3076167561105313330
-904319712046126433
-1894694127952181264
-892328348351599978
1816838121963426179
-1827617176-195610909
-394086663-1160287581
860380839-174642840
-1452519964-9239976
-10833601081772074250
-480562820-1009742615
-1506635507-646671676
-1194028398339435647
1316806756611987706
16318139691285419332
-2794200111199602535
1333704788-348195175
16615491401786827112
638535668340512520
2132208447-1523789394
-1182047433487816240
-267625449-839468405
1666117894-2021779859
-8962703481035003112
881437816-1829730528
-155712891553307718
-763631563410607091
-1909871594-359514440
13958990811972744135
-17609556381767614972
358457470-332878881
-11114641351296388754
659497261-1421887701
-9460115221543190898
1620741431-2118982129
-749979262651095070
1140831900-54377936
-2048666476-805045932
810782264-1498411290
-1479504569-1376148585
-1438890581862693860
-20132003682056201141
-91738533192639923
16751930521640147676
1677654281-1901141456
1613262186-1337729174
5414318081870316855
-18981090531379392482
7676328841697550332
1892410622-1312871510
16814762181389212102
1836194872716793579
723850653-1901141456
-1539884793-746460326
1994995723116229532
-766315043150319784
5431961321380810931
81384605-596683892
624793716-222348271
-4146606771766576571
11053241012084863588
2065003024981361950
1422614638-524292935
-724872344-13905132
10304283952127129072
980607881755821975
764966107277313688
-744874634-1079532175
-1877925962134478317
-8314238101463807095
2040862792637744860
1423305982-49047753
1226992373-613494831
-10200397101184388562
11404647351021069091
1522914800-1160811162
859470195-1289327727
-16602823621033243752
-711540571-2139491854
1504460368459551703
-9084492631647059262
260486314141224021
-272367053-1303569082
274267507-1426663157
-15131686791426414950
-1390835083-1887260309
-21174598102041877870
-1413061861274681774
-4006970881364403136
189986673976404777
1905514141-1721707732
-2047662223-594254794
-774855065-873635975
-170252742-440976635
629532983-1402392043
1146481302-1315119076
-2118613891-390571749
1308913123166951760
1376332143-121513480
-5288008672136454035
2050269088-2068326279
585628933-1299876722
-513357322-34664902
795792114-46721239
1552863734-1101058830
-1619256488-1232087851
-367083165-1049171479
-371996065-436256755
797782360105044242
-243869887721946396
-1866563489-386617588
1690824945-1236925347
1471139634-1186558199
6370920831812943627
-5107515501287689202
1667452664-1164979827
-2778308191332858590
-2021234981-542130155
645482045-1367342428
527800801-1060155431
2143092307-2103458003
3468989742121632426
20590114921507164530
121502541637085916
11468874461010580392
-116849440529043898
1240787574-1512474560
-889674051-71075457
-11841196291178319381
20087110651927006031
19912961081252919132
1391075552023522457
-248933828-1138877858
363591659883959448
-945349630-1232708729
-21424502201470207234
1763039812-1885154060
1758436285-1168951670
1265992360-878245173
-1225393938-1837786602
1417574829-1277947300
329962113-1608302823
21079037951149231683
-9022435161517220743
2056157671211801446
979723769-978200883
-1135592699-1193004205
7648806231001299318
19382125081250695048
276645074-2073690724
-7536689591115616549
1077871415-651202416
2025609710-1373891633
-264632271854278383
-1584375656921264956
787116082-2036018535
8041645111507164530
-1285737535-1202261175
1580152533-777731926
914828010-1677578983
14391908721596629631
-36805085-218641881
-394568995629079201
859362278357858567
-1412007180-178256066
-553735247-1464025394
-1255998203-1108183660
-24497112-276889690
1045523437-1740755926
-46266183-877245176
-4789333011231684412
3241642111607109718
-1639181415-585629085
2385479144767261
713753316-52095127
2090324210108006838
-2128667574-670633622
1744527351-254349974
-148350419-750601807
-180971411-442543950
-10030715292065654181
-2001932422-531916501
6195664001093108936
-4978770911649299959
-1348608884-350207747
-970355020-1220213771
-122198551-1682506920
-158123-198698381
1509599911-1323580854
-13121709381958534803
997595028-558569056
1677962049-288376992
-526255580-977060275
697607444-1466509342
-1534101510-2079706687
-15368345231732224811
-1592988674-692958786
-1259792745391237428
-1920544483655122122
1657486049-1939398840
-2037294276-636744984
-948856570879977503
-1735249185-428779533
317019664-1400599906
-5427955881703987869
-754350941167100565
-800520121494425
1281483289255505261
187070298-1566816862
-14672267811776589254
12372950421493429265
1856455366-1332793729
729029143-1144517646
-1823922715379275588
-18358769931035899066
1400131747-1244240278
-9264925202038481993
17668271141181905534
181826221-1453180056
-481600516-1472215668
444813917-827821858
-1822231523-1998575446
748054423-1509783046
7740892371828074735
1034967899-1666735882
-1533088524-498693406
4814067791851345580
651058382-1707083839
1924497139-524292935
-964281956-989911233
-601832005-2103458003
2009846673-1204675490
1414624510-142176438
830879292-975520044
1455127456-1582169168
1434649134-425873590
1827750199-1659513778
1897213015-285570189
-155831978118198592
1823929581-1621831469
-2033695122-2044195627
1231264368-1421927623
-13542790361992495300
-7157229981739913810
-1577883179444649919
1951092174-373339288
19062775921705360648
20277766501758360217
1612314625124913249
-17012744221277803402
-870814159-624742016
778550576704648583
1508552579-307239138
1314098041-929700428
301765519-2032266810
1883900842473046138
16372576001575531656
-1191205849-245577746
-771307494-1612483935
551477205-393768769
-1690113193953784507
-16065045621699500145
1194724231333969309
1659631610-1868639902
1852211415-1862553199
-865486618139397141
-10891751352041304764
-980959122-1948330702
-386138774-1350885395
-1898502458974973728
62076852076681564
-1206776808-352977819
3127405901348930746
1086113249-1393381120
883916152-1792200850
-18997113491851345580
-1569953443-1992952159
347020503-105972433
-1256474591460350043
416424173-622481402
1374810354-1164084263
-11623962101326053293
-11949652601735783402
-1933174534576770878
117736563538969964
-1060488091-1956037401
-520731519-1792200850
1454787243-1431234419
977182104-1596100769
-1715499757-828504057
-19326880521354844983
-733564051-452656044
-13900649351701954135
-1185565487960208743
-386727802-1540194091
8958992411020910686
-879403110-85346438
-600146828-745734737
1311687188-1332793729
-943236622392042940
-976350813-142834083
60629613739808123
838755953323341778
16864182295413315
-275279849580199516
2102144343-1756842540
-975956686-1148697234
-2095238102-1851795423
-1528715292-1237760426
-1072806517-1193338638
579264482-624401743
-1671272165-2132941475
1850505484-338995235
1620893792-1601529399
80471371-1051951483
-392065751-837046478
2314793061522971834
-135157791-656874431
-734876295-2009108064
-425481362-1911899091
14546644622086286973
-1240480589-18195145
-598439435609423033
-29463979-795185674
2051598971160239921
3539901241374740439
18371949102060056255
869576288-825149683
-752160922-1621053386
1134153072-1378787008
2123132482125177039
-1852173764-1445801118
-185529863-1955848080
2991657711908826633
-2108008764-1849119914
1811024520-865271101
-809307857-1766202681
-1896040678202196146
-1190298322-273303131
-1742290450-1531622341
11935400462042072705
-1708766210688112694
-8881911281521885222
157243127389580021
-1427660472-1421347907
-1286963203-766215924
17142019981444567976
-4757056241776526001
1710369280-36637835
-1352845359-790484257
691632389-176140365
-778909258135245690
1080671002-228886590
1508840866776325254
-918453691-1533321002
12852177781685611330
-1563415150-1558700569
1630150687-140836474
-1119751289-8436682
-2083842173168424675
10014337912120676167
-9666131171220512741
1088524127578922337
1663880391-1510042755
294160044897732358
-1024087871-958900621
-353533706109908799
2862667981150016011
-13497372371016845756
-18715586051982827611
16412424031041853566
204323923887569645
-19898606161179537946
2027666263853690996
960022293226792092
2078206736887818417
-1372354632909298247
-2054042057-1076483894
-1473469741-883364284
4626999171453117740
-1274087188-58356899
-20178701792017251300
-2085749815968653687
1571614711-795185674
-406157570-449216569
-886636881847804132
805495012364118401
-9112109881944194267
-12253939382121552315
-690077745-1835924241
1030368982-233424504
-883848278-913949787
-246690502-1360707762
11714408041607439898
-199590193490939747
-164271522-1393381120
1791847861-659663551
-2043340451-2076337043
-6417911111853584512
-975648337497904636
-507506924-1098421171
331799763311622057
142400352644819416
7769187771955679991
67237224228855774
265090665649815133
2100888941-570656545
-1441226294928738004
515100896440381589
10726301861179537946
440545425-1515923052
-979593855-1531904769
-423120772-1848204423
584797862-342964928
113234109935202537
-547302599-802685573
705961945875183765
-40477241046849487
-107604447-2065048752
-2127806367-1481196117
-1834844367508813169
-965071316-1707083839
1589847601967280446
-20931233051335827183
909105961034412950
-6596415291296735818
-1127980319702552867
768380322-18052844
-589648433-483544874
-208406826582364832
293022476-1097702220
-892478852-132864399
-12864293631749320281
-1723236931-1911650195
-1255206659-2091568432
434163824-1167073617
-1983191253-280938054
-72354036049751637
-1408685014-1203591182
753214560-816174208
-300403128220086664
911515196-418501987
178230817229656102
-19326880522029537670
-1175421878-611748257
-389391530945166665
-1457938182-1149926337
2007783359360749733
883686193786463180
8119550001374740439
-840692533-462972226
2099884921378723964
1862950487191227514
9090253918198592
302667760-298315343
-108317684-1823173979
1492125011654701589
-10946564841390085502
1398699599206547207
-2144271929-1476261720
-947450329-1534789851
874675913-960574007
-451842433350861925
-1070613345-1607943297
-806512110-658616610
-703601779-1339462071
-42222972462978687
-16391814151570797915
758798606-72225100
-1223774731-827717875
1633624178246830181
-176827363-1896812980
698863516-196875143
-11796595741648379300
-1891592332-1971156938
1216662160-1085945178
-310721533-118352293
1814106080-24066422
-1248294906109753158
-236561824-2134638876
1922130921279564669
-550396304-2113723479
-1188913768143701459
987208983596455017
1048626781258389682
631824461-248261000
-231976542452185518
-7762761321649299959
-1804593206-2001363933
21287058761232377003
-222068403-1372537578
-7799748221342309295
-1009355537-1714542271
-1834819662719769667
518776335-319465511
287614193-1024632983
-297935434-689268806
252843027-1535297929
-6570739051282828999
-396844584149106391
9186145321902448849
1927408833-282496100
10241625311102804733
2025274345485623440
18391314781367202806
141520080944767261
18166405301602684278
318075251-2132676458
-1923818710-865245292
802691444-611135370
-925225993-1521529938
-222068403-723255930
1158685565422448410
7051919901491360768
-792427548-440510240
-1851224911-701646819
-976155207-862851983
1262407412-460283566
-2623484651048557796
-112970729-1958953326
1365973867997892849
-1111090609159589254
12181245931419929312
1244176894-1856628861
-987350549-367603874
-45736503-1902080296
-502175632264518191
4798336612016716767
389871198-524292935
1995494614-678865285
462091888-1001671237
-26003344550501605
-800626734-673640707
898741742-1401905308
1573854728-2124083312
-20239955811069411263
-1015596870133139327
20758309901317561193
522984818-1292592806
448785600979384471
120625688287045372
-1405951015-1559320937
-12468250312042072705
-1298875476-62093684
-1182435187-182453669
817163267-921359514
-413193212-58662498
199755291-1027838994
1809247414321258783
-467999954-717787578
1991170439649815133
1937136440-793275493
234285445-964080135
644516357-1406310325
1198973639-485359557
1526393474-1786978942
1502670545582003686
-574251991907861352
-563386896735817647
-2253830061243914522
-1932688052432347929
-1934096790453947748
-1511510008-106373627
-16793969971265985611
2003604724400525158
-6065667761165543590
-767023267383504539
-771866812390705330
-1104871520-319123463
1831372582-1710534380
928719954-550516057
265923654-740076195
244475188-975520044
2099962362119671850
-48226957-602884159
-1686873523-1911414010
1422151862-763059935
-192795224782059905
-901875737-1700334857
1955665630-1289216019
26112198-92609067
-2089755816977001200
4493694561079122733
1172425977-1170566861
-2099869774-518176444
-1882087141-2139491854
-19370322211344325020
-1466344065823849849
745834010-1530432255
17628170472097715886
-21369350811105511544
1194013726-1389365584
16146166661374740439
755563371823237123
-14618194381454640786
1411558484-1465237121
-2112309001-1760612119
-2128667990-1185743110
575060985832935058
-573412864677139784
277057729219222164
139234703483154142
734540924456190140
-1180828282-1052959642
-11504346211800641958
21177374781340652836
-1408729870895130797
-536589842-2036018535
44385085-1382097403
388407993-755121995
21037769971508227206
-2076859983162930540
1732994143-1314296961
1319582982-196875143
16634344971939642568
-10594418801572620830
-20467904021409692957
-8336525844767261
-1146698022-1431956835
-1590804128-1163931310
13069204881391132866
-266441419-894226325
1015425181257668603
-47617621823201219
-1889549578-219777647
-1732146355-846278172
-998363162-1869456154
-1462660577-1000395557
1420989333645277613
1546658148-1169337974
-11516162162135497591
-498862641-41138361
8033263501507164530
-11586888541057156391
1126885853165299871
1077413559-460283566
-911830954-201475560
-1616994721-526173859
10518583011115616549
-158123-938096726
1257248103-539396371
1561434873513732303
-1564658671-750396993
-1214842180-2144634729
-2120316107-1138877858
456142093999040830
-315492528887349955
-1857203075-2103494147
-1403967887-164914294
979183776157973640
6751390871261450502
626007630555714543
1747612893471296630
-1658816321-131511356
-1980409841831043738
550520067736265959
-710596500-1821411755
-1166962674-977060275
-674703324-1845658850
1031123065721868535
-1747790241198560369
-14797909642077053250
1318049274-1724478047
-1916789075928813600
-21294666041116991480
14095522861399020420
1795661456-1165504440
1424569951-986381822
-1112357006-1196945957
-252367131709932639
895411423-1564922956
-18542158371219510238
155882415-1652726995
345233864-834284223
259500718-398181698
-1106535578-2125120057
1459088343-522911730
-1963388594-1037305702
1304987632-1278327087
1731279477-1214006832
-308658947-1646693402
-1383216329-1509552586
371334478-1186558199
304356189855499201
-21215566161618430706
266039315111545156
-280023557-192981930
-20859044791340242199
-12335682111251046381
1832762992846465562
-18326073-1085261408
9825140651140672767
-1088400057-245279836
5533682461764070605
21224860011731703430
-1991225386-482015851
1489888856-795195967
305188268-1401314518
-885950732-1186773160
-2024322581047291834
-20506291341530622796
527079520-1803579303
-53921520-170602798
1430806251418430514
-14610484031545277319
710253767-2139491854
993113066-413004500
-20263035865632556
17068152501144380909
-20522670681850560995
-1024951282578922337
-525046301-581598707
-948813896-463532163
-309624044796313308
-15365822521880492837
-492398634-795771708
5988179982077950719
-2086473637-889842645
-1868602664-998074905
-320581744-211478507
-7936791711659890868
-13405131331587037368
1687270609-271118417
1728708670-766978935
434396247456190140
-16673680391702033581
18955398822020852828
-494268130754665307
-1751415947-770053350
13671224021091793203
15696620171348930746
2100791609791226109
6800453201782373517
-7187406042058645419
-1452425420-1614942254
-12396142301726739140
-11219341381519562398
-1859663304-1426663157
-19739674531009730091
-1244268467-78081455
-15256381581749766249
2058163095-340236416
17945417801666680727
1507993940-1093998215
-164271522411702778
585628933-230244954
6427387861514709626
4844208261316821323
7835886521492145951
-355754130-971485155
-79399137-1646874352
-1564866055643899188
-1023202858-1362921069
342467074-805045932
-10479888431365520709
506315447458336567
-576302561578787665
13293243041013314542
686700774180871161
-354543609299639584
-1409425363671864296
-881282720-438257961
-647905215115959962
-216749667-1760094602
-13100495431632308031
-4012974501817898325
-1912948132-562036684
1428216181-252283691
-258800408685802047
65999165449773884
-1829120473-2055157968
-1501650946-1467171521
-716549699-1948330702
-1048901995-1447352888
-1658936686-18284606
1912868369-1358188196
-221839821907306322
-2303645311854297949
718503883-2077838844
157686251-1942172807
-1641231078109753158
2036931623475394430
2987180891454568224
-1001209609-1231521403
-2089524389-1724527437
-132584119-1276076290
-1813968273174183400
13622079131507164530
466433725458336567
1289771294-38125808
785620361495310667
1377685452020636193
-580320114-1292724678
344667194154606529
-1550866071329517007
908434819-1637094997
-1223971988-1930756423
-1487975743-371419310
1199725384-1885958950
1389045725-1840952378
-1188491076-2096055098
988594558-184150586
1318548307901960936
-237912322-757353064
-4569348951739313597
-1674938550-1380337658
11632700261345103690
1623036552-1057517917
-20138030631568474452
460352192629433649
-1232332369-1820965361
-2979354341296388754
-3479723271821030997
-605894566240558035
-1096544697882189233
-939998403518492436
-624677995-274038041
-7387148261167133579
-962759713329708812
779256967-1033805389
-26463227-917914722
-659710411816402858
-11616551471816634335
-1984531545-169771983
-1252517063-1483004059
-6835378492001648060
-1051278098-1554377116
-13399284671354468036
-620195082038081966
-4715635411504381662
-8314238101115616549
-659089548860447538
-1660974678-1713817095
866333857462650943
1558824152120198277
-1960835345-686034910
-1978629912-1104823343
-17361529881260131623
-1196153453-508462770
-1447718634706429646
-14608242551216872429
-1599444215-880216712
-513842676-435961056
-429225857876456510
-870345903-2139326935
-396911382293567145
-6245846441190249900
-760541330137251881
370989855-1407562133
21167792971854340048
-3848490861522971834
-60199765-1848644776
-6113170552130867750
-21413483371241435808
19749424431441134561
14475731182088993595
-1633358181-2124324155
1907083278548941359
840965931401318519
-1228653391-677016447
537095993235610299
-1063795899130739800
-424802467340172076
-1625879242-641904608
355972151569501642
1414333797-226662393
-275641325-1927340561
1364554500-1541206789
732184841173302477
1364038313-1269627101
-378273623106943282
1663434497467871431
8775504741773971792
133350025-582803844
-2391919971065409574
-11827404511841473870
8673658371724833737
-1827699514-201518463
115801240578958849
764880623827641528
-1017067123-2049676289
-338565284591810552
12169637121332867007
-1662323285-1345135852
14454374861656549610
578803932-870828632
-1820237422-419774461
-1855241495-1971630638
1824197731438442078
-163865278337316066
-292161027974851852
-2077927306-1432335549
-12383571851090082046
3727284871982290790
-1233462488685089046
612590329-353844613
-89877071-1005649038
-84040700-799927616
-14772801301925994330
998484222869603787
9198809801949194939
-1574387240-459983036
1123206302-262065065
-1140421170-1841550432
1922040636-894278235
1101722024-91354195
-5869889208486508
-17793056951198253820
812856151860447538
-1795918054-1930238105
-12002840731576062405
784892821-1418403837
-3826763331530984262
19390099791325461700
236758578-80387412
410706365-1795951230
16040311291450607603
2014042583-1056169197
-16596363331482193346
-1952261272-1599089891
-2054269886-1062760449
850738593283053008
750382392-1835924241
212735049-1557306345
-6806300872058095848
15827875312025137045
-1582644424-1015510925
1868461554-601190979
10252469771592424245
-1548291116440381589
19773352081870243665
-1746828806429112683
1212345440244811146
-2029314943-1204675490
-2026914358732077905
9530675541771430772
235995742-241646998
-942520337109753158
-493820065-1553301122
1340544683180024990
-414953873855499201
1053449961-2133057144
-542071222138152497
-3654470841242640802
345870156-3131836
1732187730327276642
935289553303093571
902324668-21807886
-15363844791958598992
-17277412251812943627
-553938336-1554377116
244576433-1269679419
764880623867729569
-119001411328659903
2045497037-1618659702
-2045816527-1850706548
19731640311938244243
1065508522976136541
-1916827197-430521550
-403615491302476638
1533873654-98900728
-11786301492136415712
5983891871801288028
-1827908015-119497403
2033923534-1011737117
215345498-278364516
-6196405-416921405
-14092265101013998126
-560056404-1203120008
16712688551967591926
728100368-1924596615
140383492-1088103966
-9222372961260614483
-13399284671816634335
-1695272773-549208333
-827096264917399116
1477860902-799927616
932360902-1661354562
-1349737237-1803579303
-1545771896-1508581582
1034651940-819144875
-1749257176-2004397885
-1328080199-1975710707
-83508044307969497
-1810925202-749493224
-966603484-1349734130
-933306884-812453397
-1454165548259765579
-14190457-739117379
-19248167975650734
1065865640-1086900047
-1827363557445411629
1765499518-720758739
970437826-1073904953
-11621428269185588
3458701561639827954
-1942828345334177307
-1583733471208717551
11426312721438384031
-1934708641-1726095665
-1208839669-1774953916
-7897553962079347008
-1517489537-187596700
1030868022880871229
-1202841198442831088
-289279851926480804
-564739018-1944474142
1744546064-1941918451
1746354671-2022640852
11927788261969528231
17529210471046476237
-9642383081865662350
216197739753460621
-3818821681674904495
-798778275-1459043707
-582479992263627849
-1889492326901480877
1790468106-128680606
-332717835508794840
11086312271025586292
38710164-1618874764
-1204519195-646671676
1393451843-2132941475
-14843993361438384031
-11892871361400347901
-1807429044944775040
-1236578921630041460
-1412264290-985443752
-777199848483599280
14359785642032276265
6335858821865310251
38346414-405507217
1045523437-1603739953
1259679089194155695
13791845621065608937
16212089922007785272
-1612009240-428487165
-7521792031918883205
1760262865-1028167536
1448217650-434559944
949407464-152236734
1619207840-1907782701
11827521332053021411
783377488-325351209
5420584121148293636
-1408409494-1701262105
-1852248377-973894576
-12090004071043929244
-1442756680-1507661270
1232694131432462449
-1199884083-1287940471
-1376660770-388155378
-9099515612025995863
-412601934-1997752859
439778961274681774
1814890053-365684235
-808207318534144460
-9173126161806805293
-2014537665-2061070657
-1685882528-1879691470
-38112275563662200
-932022247-1822573396
-837846045-1714542271
-1024087871151750802
-3248985252092073530
2098226191-202610547
-478366108-1561622032
5510037011312152285
-1771060687-1637094997
3034440131059487048
20651777681353301919
220319850-2099612034
220116202263969080
-19252112001685611330
339871201957565876
685113657-2139326935
-2057335198-2032394191
1889991396-1559135669
1227757572137214013
1889936410-2135126935
-730040846-1337468708
-1669015710370599660
-14042097109167303
-1291465933-987960473
-523707396948077231
-382683143-2080377894
-15437102901176667006
1016520955-1710902582
-184856056-1967556304
6044474801529322667
16228794531116733543
1710934442736265959
11466947531619235514
-1074376227601171156
-1875135234-2005639578
18622954081542950847
-742561893-1222127431
1091350995-382157397
9780932201881532973
-694970592-1170342558
1163666995-1838869684
479755901247880633
-892903005872911651
-1796061089-2092445311
-12166695651955711597
-2010121349694428128
-9994416501472723748
10160383611497656526
-1935429000-1164624514
19786266601464435556
117418744-1696934016
-6746929031210264363
-2096811839-2082702888
1388349608234584238
-1023721111-2105804984
-51512282-1472506122
21026509761280060785
-611677567-1178608622
1893124787-780763589
1700332401133474814
343779428799023025
-1305559245497904636
-88663688982510036
11837378-200689390
-382446255-1704103837
-263403844325017244
-1768260116-569898622
767674337421883270
1789072788-1567910942
1125666106-504087462
-216404202-788312471
-2510745912005715763
118438658-180260465
-20252796381429345318
52212782-884471249
-6568273051322161536
3676613161097954331
-5579193671182822072
-1095682205-2139020401
2337265931057156391
1986831192-865271101
420678114822248485
827682842477257845
-1744865248-1306993219
762077267-1509931267
243881520-9026884
2041019991390572945
-1023721111-1646874352
2115473584-2066025623
860600694-148315774
-1801092994456190140
1732770975-1156846022
1123694334-359288907
-17983416731985354849
2548828591554823442
-612948970122550945
-674638480-1381262445
15693312131808108607
20451379621848739155
-1115071630-1963799520
-11508922001062448064
14126447321337452403
-3461812902113218864
104981164547274884
1986564118873242700
-814220941-567505494
-540672726181131325
-386463949-21626626
897875160251808259
-2144849904-1833159842
-349081768-883289582
-6967338122094087036
-698849355-183064779
-255735224-1140492982
436896619-2097613660
-152854949610157284
4996127902048611356
1883307162-1463415521
242088075-100428885
1057479814-153498711
-10148502511514709626
903006971163261207
-473996228472145486
-871950300-201518463
-1292642032234362658
1061576839-643899612
-9795938551858089910
1741564642825176560
226907417-1894328513
306904000-1216786981
-1527652745408957118
